"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"2000","BAL",794,913,5549,1508,310,22,184,750,27,54,49,558,34,900,126,65,148,1,1129,558,855,855,51,1,4300,1561,116,6,150,1,5625,1547,296,39,202,882,48,57,36,665,32,1017,104,31,127,2,1220,562,717,713,32,8,4315,1677,101,9,177,0,3297031,74,88
"2000","BOS",792,745,5630,1503,316,32,167,755,40,48,42,611,40,1019,43,30,115,0,1226,587,684,683,33,2,4358,1634,109,26,120,0,5573,1433,279,29,173,711,46,49,58,498,40,1121,159,47,98,1,1122,584,727,727,44,3,4353,1580,98,11,138,0,2585895,85,77
"2000","CHA",978,839,5646,1615,325,33,216,926,55,61,53,591,28,960,119,42,140,4,1127,628,752,752,43,8,4351,1678,133,13,190,0,5581,1509,263,33,195,794,39,49,54,614,27,1037,79,58,156,0,1147,568,901,900,63,4,4305,1675,115,14,158,0,1947799,95,67
"2000","CHN",764,904,5577,1426,272,23,183,722,89,45,54,632,50,1120,93,37,114,0,1215,583,850,849,45,4,4364,1549,100,6,139,0,5614,1505,280,29,231,872,62,54,62,658,45,1143,94,54,106,1,1183,606,697,697,57,4,4418,1711,101,10,138,1,2789511,65,97
"2000","CIN",825,765,5635,1545,302,36,200,794,56,58,64,559,60,995,100,38,137,1,1189,550,700,700,96,5,4369,1631,111,12,156,0,5543,1446,334,38,190,717,68,48,43,659,53,1015,81,33,130,1,1228,625,784,783,57,5,4359,1691,89,8,156,0,2594132,85,78
"2000","CLE",950,816,5683,1639,310,30,221,889,41,52,51,685,27,1057,113,34,134,0,1260,624,775,775,50,3,4327,1651,72,10,147,0,5596,1511,288,29,173,783,34,42,42,666,45,1213,109,42,128,0,1237,583,876,876,66,4,4302,1643,130,18,173,1,3456278,90,72
"2000","COL",968,897,5660,1664,320,53,161,905,75,75,42,601,64,907,131,61,126,0,1198,640,840,836,40,5,4290,1718,94,15,176,0,5574,1568,319,38,221,861,53,52,72,588,72,1001,102,34,142,1,1153,585,856,855,57,11,4287,1721,159,12,159,0,3295129,82,80
"2000","DET",823,827,5644,1553,307,41,177,785,42,49,43,562,22,982,83,38,142,3,1185,591,759,756,51,5,4330,1745,105,7,170,0,5654,1583,304,43,177,783,33,63,47,496,22,978,55,42,144,2,1138,553,761,759,47,5,4335,1637,116,12,168,0,2533753,79,83
"2000","FLO",731,797,5509,1441,274,29,160,691,42,51,60,540,39,1184,168,55,100,1,1168,590,729,729,49,10,4289,1672,125,12,144,0,5487,1477,284,44,169,756,68,59,43,650,56,1051,104,55,112,0,1221,560,646,646,33,6,4304,1587,129,21,129,1,1218326,79,82
"2000","HOU",938,944,5570,1547,289,36,249,900,57,61,83,673,57,1129,114,52,154,0,1171,572,865,865,55,3,4313,1550,133,6,149,0,5671,1596,312,45,234,906,60,64,60,598,25,1064,111,32,123,2,1198,577,877,876,63,4,4335,1624,109,12,181,0,3056139,72,90
"2000","KCA",879,930,5709,1644,281,27,150,831,56,70,48,511,28,840,121,35,139,0,1184,491,877,876,77,5,4318,1734,102,7,185,0,5624,1585,309,27,239,880,39,45,42,693,35,927,118,38,159,0,1195,565,782,780,55,10,4331,1843,147,9,172,0,1677915,77,85
"2000","LAN",798,729,5481,1408,265,28,211,756,66,46,51,668,42,1083,95,42,129,0,1188,533,659,659,60,6,4335,1689,135,15,151,0,5474,1379,283,19,176,685,68,30,75,600,22,1154,106,52,125,2,1185,576,725,725,45,5,4326,1596,123,9,156,0,3011539,86,76
"2000","MIL",740,826,5563,1366,297,25,177,708,61,49,61,620,47,1245,72,44,126,1,1183,596,755,755,60,6,4399,1730,118,12,187,0,5585,1501,254,33,174,780,67,52,65,728,87,967,86,58,156,0,1272,610,683,681,69,3,4432,1614,127,6,148,0,1573621,74,89
"2000","MIN",748,880,5615,1516,325,49,116,711,24,51,35,556,31,1021,90,45,142,2,1198,574,821,821,68,4,4298,1514,102,13,155,0,5696,1634,319,33,212,842,41,46,35,516,12,1042,64,33,121,2,1158,551,676,676,47,7,4337,1780,125,15,173,0,1059415,69,93
"2000","MON",738,902,5535,1475,310,35,178,705,78,34,29,476,53,1048,58,48,111,1,1100,614,814,813,55,7,4274,1692,132,19,151,1,5576,1575,309,38,181,843,66,58,60,579,40,1011,123,38,128,1,1164,526,678,676,42,8,4315,1774,107,9,134,0,926272,67,95
"2000","NYA",871,814,5556,1541,294,25,205,833,16,50,57,631,42,1007,99,48,134,1,1189,543,753,753,49,6,4273,1469,109,13,132,0,5534,1458,296,25,177,772,45,48,52,577,23,1040,91,37,109,0,1169,552,813,808,39,5,4251,1595,108,6,166,1,3227657,87,74
"2000","NYN",807,738,5486,1445,281,20,198,761,70,51,45,675,42,1037,66,46,122,1,1214,573,671,670,34,7,4350,1568,118,8,121,0,5540,1398,286,29,164,709,56,46,60,574,42,1164,133,46,97,0,1188,582,732,731,54,8,4307,1624,123,11,153,0,2820530,94,68
"2000","OAK",947,813,5560,1501,281,23,239,908,26,44,52,750,32,1159,40,15,147,0,1210,542,730,730,46,1,4306,1712,134,8,164,1,5605,1535,308,26,158,763,35,51,48,615,57,963,92,39,139,1,1236,588,888,888,46,3,4275,1488,101,11,171,0,1728885,91,70
"2000","PHI",708,830,5511,1386,304,40,144,668,70,37,44,611,40,1117,102,30,115,0,1209,576,766,763,54,3,4316,1471,100,4,136,0,5505,1458,337,33,201,791,74,53,42,640,32,1123,77,44,111,0,1168,569,652,650,58,3,4356,1555,106,11,134,0,1612769,65,97
"2000","PIT",793,888,5643,1506,320,31,168,749,59,37,66,564,41,1032,86,40,133,0,1202,628,796,795,67,6,4347,1806,132,12,169,0,5618,1554,313,35,163,825,70,55,60,711,61,1070,101,42,144,0,1279,574,733,733,57,4,4374,1622,124,8,161,0,1748908,69,93
"2000","SDN",752,815,5560,1413,279,37,157,714,39,43,46,602,50,1177,131,53,123,1,1155,605,733,733,66,7,4378,1640,141,13,155,0,5597,1443,260,27,191,767,59,41,68,649,50,1071,106,50,124,0,1221,589,678,678,34,6,4384,1639,107,10,148,0,2423142,76,86
"2000","SEA",907,780,5497,1481,300,26,198,869,63,61,48,775,34,1073,122,56,129,0,1247,545,726,720,43,6,4325,1613,99,8,176,0,5503,1442,292,26,167,746,39,55,38,634,37,998,82,38,154,0,1164,564,832,832,49,6,4290,1581,107,8,152,0,3148317,91,71
"2000","SFN",925,747,5519,1535,304,44,226,889,73,66,51,709,60,1032,79,39,131,0,1213,546,676,675,43,4,4333,1631,93,15,173,0,5458,1452,265,39,151,704,85,63,41,623,26,1076,97,48,138,0,1190,589,865,864,39,6,4280,1540,106,12,159,0,3315330,97,65
"2000","SLN",887,771,5478,1481,259,25,235,840,79,53,84,675,33,1253,87,51,117,0,1214,548,701,698,49,9,4301,1506,111,8,148,0,5411,1403,299,28,196,729,69,52,62,606,28,1100,70,66,120,0,1128,601,807,806,62,9,4268,1502,120,8,152,1,3336493,95,67
"2000","TBA",733,842,5505,1414,253,22,162,692,52,40,51,558,25,1022,90,46,126,0,1140,562,773,773,57,3,4294,1788,118,14,169,0,5595,1553,307,36,198,804,42,45,66,533,33,955,114,46,136,2,1147,550,663,662,59,3,4333,1688,104,8,152,0,1549592,69,92
"2000","TEX",848,974,5648,1601,330,35,173,806,48,48,39,580,39,922,69,47,161,1,1198,577,876,876,40,6,4287,1578,135,8,162,0,5731,1683,367,34,202,929,42,62,63,661,40,918,65,37,132,0,1298,574,787,787,46,2,4318,1657,120,7,186,0,2800075,71,91
"2000","TOR",861,908,5677,1562,328,21,244,826,29,34,60,526,32,1026,89,34,130,0,1152,550,826,823,37,3,4312,1652,100,11,175,0,5669,1615,338,23,195,862,44,40,64,560,19,978,99,38,142,0,1157,572,806,804,50,6,4313,1593,103,7,154,0,1819919,83,79
"2001","ANA",691,730,5551,1447,275,26,158,662,46,53,77,494,34,1001,116,52,109,5,1203,546,671,671,46,2,4313,1690,103,16,142,0,5529,1452,285,19,168,697,37,39,64,525,47,947,109,59,112,1,1152,549,638,636,58,4,4332,1571,116,7,145,0,1998319,75,87
"2001","ARI",818,677,5595,1494,284,35,208,776,71,36,57,587,73,1052,71,38,105,3,1183,583,629,627,45,6,4379,1559,84,12,147,0,5465,1352,228,22,195,647,64,41,59,461,30,1297,107,55,120,0,1034,624,766,766,49,5,4348,1603,98,8,130,0,2735821,92,70
"2001","ATL",729,643,5498,1432,263,24,174,696,64,52,45,493,51,1039,85,46,132,0,1095,573,578,578,41,8,4342,1636,103,9,133,0,5450,1363,228,22,153,600,53,54,33,499,77,1133,102,50,107,0,1104,582,666,665,47,5,4328,1728,111,7,161,0,2823494,88,74
"2001","BAL",687,829,5472,1359,262,24,136,663,38,49,77,514,26,989,133,53,121,1,1106,554,748,744,37,5,4297,1599,125,15,137,0,5598,1504,316,29,194,794,31,41,74,528,28,938,157,51,110,1,1147,554,631,631,50,7,4358,1661,108,11,141,0,3094841,64,98
"2001","BOS",772,745,5605,1493,316,29,198,739,28,41,70,520,50,1131,46,35,132,0,1161,585,672,667,54,7,4344,1558,113,23,129,0,5551,1412,280,27,146,709,39,45,93,544,50,1259,223,51,101,0,1183,569,703,703,55,4,4331,1610,97,11,154,1,2625333,82,79
"2001","CHA",798,795,5464,1463,300,29,214,770,63,51,52,520,31,998,123,59,128,1,1054,568,725,725,57,5,4300,1732,118,13,149,0,5508,1465,289,27,181,758,48,56,88,500,38,921,107,40,130,0,1105,562,743,741,45,9,4299,1670,107,16,152,0,1766172,83,79
"2001","CHN",777,701,5406,1409,268,32,194,748,117,53,66,577,72,1077,67,36,132,0,1156,614,643,643,48,5,4311,1493,109,13,113,0,5458,1357,276,25,164,661,60,41,50,550,43,1344,106,46,91,0,1147,646,718,718,45,7,4286,1695,118,11,158,0,2779465,88,74
"2001","CIN",735,850,5583,1464,304,22,176,690,66,40,65,468,47,1172,103,54,130,0,1115,623,766,765,53,4,4328,1733,138,21,136,0,5641,1572,344,28,198,794,69,50,48,515,46,943,75,62,108,1,1146,628,666,664,54,3,4372,1672,123,16,155,0,1879757,66,96
"2001","CLE",897,821,5600,1559,294,37,212,868,49,62,69,577,32,1076,79,41,126,0,1136,645,747,746,58,11,4340,1611,107,12,137,0,5591,1512,320,27,148,770,48,50,49,573,44,1218,128,60,115,1,1150,602,832,832,64,3,4324,1604,105,19,152,0,3182523,91,71
"2001","COL",923,906,5690,1663,324,61,213,874,81,50,61,511,50,1027,132,54,116,1,1158,638,841,841,38,1,4290,1695,96,14,167,0,5541,1522,351,35,239,860,60,43,64,598,71,1058,100,36,135,0,1110,614,837,837,63,5,4313,1708,117,16,147,0,3168579,73,89
"2001","DET",724,876,5537,1439,291,60,139,691,41,49,51,466,26,972,133,61,120,1,1093,553,795,795,40,4,4288,1775,131,30,164,1,5629,1624,333,49,180,825,51,52,73,553,56,859,104,50,145,3,1197,548,644,642,62,5,4328,1705,135,7,150,0,1920995,66,96
"2001","FLO",742,744,5542,1461,325,30,166,713,60,45,67,470,43,1145,89,40,118,0,1117,592,691,691,40,3,4314,1667,103,10,174,0,5433,1397,289,46,151,712,63,44,70,617,53,1119,75,51,144,0,1169,595,669,669,38,7,4325,1576,100,17,136,0,1261216,76,86
"2001","HOU",847,769,5528,1500,313,29,208,805,71,56,89,581,52,1119,64,49,128,0,1151,567,709,709,42,3,4364,1662,110,4,138,0,5574,1453,262,28,221,747,62,44,70,486,22,1228,66,49,113,0,1103,583,782,778,59,7,4327,1695,116,17,162,0,2906277,93,69
"2001","KCA",729,858,5643,1503,277,37,152,691,36,47,44,406,31,898,100,42,134,0,1086,558,779,779,73,2,4320,1801,117,10,204,0,5566,1537,261,39,209,817,33,51,61,576,26,911,105,45,180,2,1111,544,667,667,64,4,4361,1814,130,6,154,0,1536101,65,97
"2001","LAN",758,744,5493,1399,264,27,206,714,57,44,56,519,45,1062,89,42,115,0,1075,570,685,685,44,11,4352,1586,116,9,138,0,5496,1387,268,26,184,714,69,39,72,524,37,1212,82,51,111,1,1105,600,694,693,53,4,4336,1679,109,12,144,0,3017143,86,76
"2001","MIL",740,806,5488,1378,273,30,209,712,65,35,72,488,44,1399,66,36,102,0,1067,651,742,740,58,3,4309,1728,103,11,156,0,5477,1452,293,38,197,760,81,40,72,667,107,1057,93,47,126,1,1223,600,689,687,45,3,4341,1511,82,8,125,0,2811040,68,94
"2001","MIN",771,766,5560,1514,328,38,164,717,25,38,64,495,42,1083,146,67,124,3,1101,564,723,722,58,2,4324,1542,108,4,118,0,5576,1494,302,33,192,745,55,55,56,445,16,965,73,43,93,0,1097,558,687,687,57,6,4312,1722,114,19,162,0,1782926,85,77
"2001","MON",670,812,5379,1361,320,28,131,622,64,45,60,478,59,1071,101,51,151,0,1024,653,746,745,55,4,4294,1621,108,12,139,0,5547,1509,306,30,190,773,74,43,61,525,40,1103,128,33,116,0,1144,567,604,604,52,5,4332,1801,107,16,177,0,642743,68,94
"2001","NYA",804,713,5577,1488,289,20,203,774,30,43,64,519,38,1035,161,53,119,0,1123,523,651,649,54,6,4354,1529,109,21,132,0,5570,1429,266,25,158,683,37,47,55,465,29,1266,146,45,105,0,1107,587,735,735,39,7,4306,1598,115,7,138,0,3264847,95,66
"2001","NYN",642,713,5459,1361,273,18,147,608,52,35,65,545,59,1062,66,48,124,0,1181,559,655,654,53,7,4337,1576,101,11,132,0,5512,1418,266,33,186,689,63,50,43,438,60,1191,131,40,105,1,1057,604,584,581,40,8,4333,1660,124,12,156,0,2658330,82,80
"2001","OAK",884,645,5573,1469,334,22,199,835,25,59,88,640,57,1021,68,29,131,0,1171,578,583,583,42,3,4390,1756,125,4,151,0,5551,1384,223,22,153,605,45,33,46,440,49,1117,124,55,119,0,1080,580,826,824,55,2,4330,1566,95,13,153,0,2133477,102,60
"2001","PHI",746,719,5497,1431,295,29,164,708,67,61,43,551,52,1125,153,47,104,0,1157,635,668,667,40,6,4336,1603,91,9,145,0,5479,1417,322,38,170,685,73,49,70,527,60,1086,57,32,120,0,1143,617,688,685,35,4,4316,1534,119,11,125,0,1792054,86,76
"2001","PIT",657,858,5398,1333,256,25,161,618,60,35,67,467,51,1106,93,73,114,0,1058,572,794,794,49,4,4249,1799,133,9,168,0,5485,1493,310,36,167,812,58,50,80,549,74,908,97,37,141,0,1115,574,596,596,42,6,4312,1664,133,10,142,0,2435868,62,100
"2001","SDN",789,812,5482,1379,273,26,161,753,29,48,41,678,37,1273,129,44,121,0,1160,584,724,724,46,5,4322,1607,145,15,127,0,5641,1519,294,34,219,768,58,47,56,476,54,1088,94,52,99,0,1144,622,727,727,45,3,4329,1527,107,11,150,0,2378148,79,83
"2001","SEA",927,627,5680,1637,310,38,169,881,48,70,62,614,54,989,174,42,112,0,1257,554,576,576,40,1,4395,1534,83,6,137,0,5490,1293,259,22,160,607,33,44,64,465,28,1051,73,29,115,0,1074,562,832,830,40,1,4290,1630,140,11,133,1,3512326,116,46
"2001","SFN",799,748,5612,1493,304,40,235,775,67,54,50,625,79,1090,57,42,108,0,1242,601,682,680,50,3,4390,1650,118,8,170,0,5561,1437,286,43,145,710,58,61,33,579,49,1080,86,45,136,2,1156,624,754,754,37,4,4367,1602,96,9,135,0,3311000,90,72
"2001","SLN",814,684,5450,1469,274,32,199,768,83,50,65,529,51,1089,91,35,125,0,1095,646,631,627,45,6,4306,1664,110,7,156,0,5416,1389,296,23,196,654,72,35,72,526,36,1083,51,37,136,0,1131,592,744,744,51,4,4268,1691,115,7,157,0,3109578,93,69
"2001","TBA",672,887,5524,1426,311,21,121,645,45,25,54,456,24,1116,115,52,130,0,1104,532,784,780,75,7,4271,1533,139,8,144,0,5544,1513,312,29,207,854,36,64,75,569,21,1030,113,44,115,0,1130,555,609,604,35,10,4328,1732,92,8,157,0,1227383,62,100
"2001","TEX",890,968,5685,1566,326,23,246,844,25,55,75,548,27,1093,97,32,131,0,1161,572,913,913,70,9,4315,1638,114,2,167,1,5706,1670,391,47,222,924,30,73,63,596,33,951,79,66,146,1,1186,603,813,813,57,7,4337,1574,121,10,153,0,2831111,73,89
"2001","TOR",767,753,5663,1489,287,36,195,728,34,43,74,470,47,1094,156,55,111,0,1124,633,696,696,33,8,4388,1832,97,10,184,0,5649,1553,357,26,165,714,47,43,76,490,60,1041,112,47,159,0,1164,581,703,703,48,2,4393,1606,107,15,130,0,1915127,80,82
"2002","ANA",851,644,5678,1603,333,32,152,811,49,64,74,462,42,805,117,51,105,0,1165,562,595,595,52,7,4357,1577,87,7,151,0,5453,1345,248,19,169,609,27,59,49,509,24,999,78,51,126,0,1096,579,762,762,55,11,4311,1577,118,8,130,0,2305467,99,63
"2002","ARI",819,674,5508,1471,283,41,165,783,62,53,50,643,58,1016,92,46,130,2,1211,584,631,631,48,11,4340,1506,89,13,116,0,5511,1361,252,32,170,641,45,36,54,421,30,1303,77,43,97,0,1053,615,734,734,38,2,4288,1693,116,13,149,0,3198975,98,64
"2002","ATL",708,565,5495,1428,280,25,164,669,67,49,54,558,68,1028,76,39,147,1,1185,630,511,511,40,4,4402,1818,114,12,170,0,5429,1302,240,32,123,536,74,32,42,554,63,1058,96,55,155,0,1164,568,638,636,47,7,4331,1754,115,10,172,0,2603484,101,60
"2002","BAL",667,773,5491,1353,311,27,165,636,40,49,64,452,25,993,110,48,128,0,1037,569,719,719,54,1,4352,1719,91,22,173,0,5596,1491,265,26,208,725,20,38,54,549,34,967,103,44,145,1,1133,536,626,626,65,7,4392,1652,97,12,145,0,2681439,67,95
"2002","BOS",859,665,5640,1560,348,33,177,810,22,53,72,545,39,944,80,28,139,0,1175,500,603,603,31,6,4338,1644,104,20,140,0,5453,1339,277,24,146,638,30,52,84,430,29,1157,118,50,119,0,1046,559,773,772,65,5,4298,1655,117,15,157,0,2650859,93,69
"2002","CHA",856,798,5502,1475,289,29,217,819,48,53,49,555,17,952,75,31,111,1,1085,585,723,716,54,6,4269,1595,97,9,157,0,5459,1422,287,16,190,769,41,43,60,528,31,945,99,38,137,0,1064,543,799,797,57,7,4267,1561,109,10,130,0,1675591,81,81
"2002","CHN",706,759,5496,1351,259,29,200,676,78,39,44,585,52,1269,63,21,117,0,1173,552,690,687,44,2,4324,1500,114,15,144,0,5429,1373,274,30,167,716,85,57,58,606,53,1333,112,54,117,1,1153,610,650,646,58,5,4363,1552,102,18,137,0,2694946,67,95
"2002","CIN",709,774,5470,1386,297,21,169,678,95,40,66,583,66,1188,116,52,119,0,1169,624,693,690,52,2,4361,1772,120,28,170,0,5584,1502,301,28,173,733,62,43,56,550,63,980,67,42,140,1,1161,660,652,650,33,7,4376,1657,101,7,148,0,1855775,78,84
"2002","CLE",739,837,5423,1349,255,26,192,706,39,39,56,542,35,1000,52,37,149,0,1066,583,777,777,52,8,4274,1664,113,15,161,0,5506,1508,311,41,142,796,39,66,57,603,38,1058,126,59,131,0,1160,577,669,667,41,7,4294,1694,106,15,167,0,2621940,74,88
"2002","COL",778,898,5512,1508,283,41,152,726,49,50,56,497,40,1043,103,53,133,1,1094,668,826,825,42,6,4280,1704,112,12,158,0,5603,1554,306,39,225,857,49,47,64,582,49,920,87,23,136,0,1167,599,717,717,56,3,4293,1810,102,17,161,0,2740614,73,89
"2002","DET",575,864,5406,1340,265,37,124,546,30,57,64,363,22,1035,65,44,125,0,1029,533,776,773,59,8,4242,1717,142,23,148,0,5593,1593,345,58,163,808,44,53,62,463,34,794,72,34,119,0,1109,540,533,533,43,4,4316,1583,80,8,150,0,1503353,55,106
"2002","FLO",699,763,5496,1433,280,32,146,653,59,49,61,595,69,1130,177,73,129,3,1190,623,706,706,55,7,4369,1634,106,6,163,1,5533,1449,308,43,151,732,73,45,58,631,46,1104,93,61,134,0,1208,598,634,631,60,3,4374,1750,113,22,155,1,813127,79,83
"2002","HOU",749,695,5503,1441,291,32,167,719,64,37,59,589,57,1120,71,27,144,0,1177,642,643,642,38,3,4335,1662,83,5,149,0,5479,1423,305,33,151,667,76,48,55,546,78,1219,104,36,115,1,1175,630,687,686,31,5,4326,1597,99,10,172,0,2512357,84,78
"2002","KCA",737,891,5535,1415,285,42,140,695,44,51,52,524,27,921,140,65,106,0,1092,583,835,834,68,6,4323,1705,130,8,153,0,5646,1587,328,33,212,847,47,69,52,572,48,909,90,36,138,0,1172,582,667,667,51,8,4377,1740,110,20,141,0,1323036,62,100
"2002","LAN",713,643,5554,1464,286,29,155,693,67,44,53,428,50,940,96,37,140,0,1087,585,598,598,33,3,4373,1687,90,12,134,0,5428,1311,252,20,165,616,71,38,46,555,45,1132,110,53,114,1,1123,572,655,654,41,3,4346,1823,126,10,166,0,3131255,92,70
"2002","MIL",627,821,5415,1369,269,29,139,597,79,34,55,500,37,1125,94,50,144,0,1086,608,757,752,64,8,4297,1630,103,12,154,0,5472,1468,299,28,199,780,93,45,62,666,82,1026,109,49,129,1,1221,590,586,586,51,2,4370,1839,87,8,176,0,1969153,56,106
"2002","MIN",768,712,5582,1518,348,36,167,730,34,52,56,472,30,1089,79,62,121,0,1124,596,662,662,62,3,4334,1421,74,5,124,0,5578,1454,280,32,184,687,30,41,45,439,24,1026,57,27,112,0,1087,548,715,714,58,5,4304,1653,114,15,143,0,1924354,94,67
"2002","MON",735,718,5479,1432,300,36,162,695,108,42,46,575,85,1104,118,64,123,0,1158,599,642,642,51,5,4359,1800,139,12,160,1,5573,1475,305,37,165,673,79,39,46,508,80,1088,85,44,132,1,1169,623,661,660,49,7,4357,1789,124,11,147,1,812537,83,79
"2002","NYA",897,697,5601,1540,314,12,223,857,23,41,72,640,48,1171,100,38,150,0,1191,495,627,625,59,2,4356,1522,127,10,117,0,5629,1441,301,26,144,659,38,41,48,403,44,1135,92,39,100,0,1106,578,841,840,56,5,4289,1538,107,16,170,0,3465807,103,58
"2002","NYN",690,703,5496,1409,238,22,160,650,75,30,63,486,46,1044,87,42,142,0,1111,612,626,626,22,7,4328,1628,144,11,138,1,5498,1408,256,31,163,663,74,42,55,543,75,1107,151,53,114,0,1181,638,636,634,39,6,4349,1699,114,14,166,0,2804838,75,86
"2002","OAK",800,654,5558,1450,279,28,205,772,20,36,68,609,37,1008,46,20,128,0,1197,570,595,593,40,9,4356,1795,102,9,144,0,5530,1391,269,28,135,626,50,42,62,474,45,1021,68,46,127,0,1148,595,747,747,63,3,4294,1533,99,8,144,0,2169816,103,59
"2002","PHI",710,724,5523,1428,325,41,165,676,67,39,53,640,70,1095,104,43,129,1,1260,611,671,671,68,5,4349,1701,88,12,156,0,5481,1381,285,37,153,683,66,34,70,570,54,1075,74,34,134,1,1149,631,655,655,46,9,4353,1594,102,12,156,1,1618467,80,81
"2002","PIT",641,730,5330,1300,263,20,142,610,68,41,73,537,44,1109,86,49,97,0,1149,619,665,664,34,5,4238,1900,115,12,177,0,5409,1447,290,31,163,700,60,35,55,572,93,920,94,44,146,0,1163,573,587,584,36,8,4259,1575,95,5,114,0,1784970,72,89
"2002","SDN",662,815,5515,1393,243,29,136,627,45,41,30,547,42,1062,71,44,132,0,1158,621,742,740,51,4,4309,1683,128,14,162,0,5563,1522,323,41,177,777,64,58,66,582,61,1108,76,40,135,0,1209,599,601,601,35,2,4358,1685,108,16,164,1,2221230,66,96
"2002","SEA",814,699,5569,1531,285,31,152,771,41,72,51,629,62,1003,137,58,123,0,1239,505,654,654,42,3,4336,1517,88,7,134,0,5540,1422,283,15,178,670,39,48,49,441,34,1063,66,35,119,0,1082,570,738,731,58,4,4309,1684,119,12,153,1,3539938,93,69
"2002","SFN",783,616,5497,1465,300,35,198,751,68,52,65,616,103,961,74,21,136,0,1241,579,567,566,36,2,4312,1629,90,7,166,0,5382,1349,242,31,116,591,72,43,36,523,44,992,87,36,138,0,1128,609,721,721,49,4,4274,1605,124,8,160,0,3253203,96,66
"2002","SLN",787,648,5505,1475,285,26,175,758,83,49,67,542,77,927,86,42,123,0,1160,634,595,595,40,2,4339,1673,103,9,168,1,5402,1355,275,15,141,621,70,56,60,547,39,1009,86,34,133,0,1148,599,734,734,49,8,4299,1705,111,15,160,0,3011756,97,65
"2002","TBA",673,918,5604,1418,297,35,133,640,44,36,58,456,29,1115,102,45,116,0,1132,467,847,846,62,10,4321,1568,126,13,168,1,5618,1567,337,25,215,876,35,57,94,620,24,925,92,53,141,0,1185,562,623,623,55,3,4393,1644,102,16,129,0,1065742,55,106
"2002","TEX",843,882,5618,1510,304,27,230,806,48,50,62,554,45,1055,62,34,129,0,1155,649,826,825,84,11,4319,1679,99,11,152,1,5622,1528,344,41,194,840,38,40,76,669,32,1030,74,28,131,1,1245,594,784,782,61,4,4334,1523,102,8,158,0,2352397,72,90
"2002","TOR",813,828,5581,1457,305,38,187,771,17,57,53,522,30,1142,71,18,130,0,1104,623,768,767,57,4,4315,1614,107,18,159,0,5583,1504,312,29,177,795,42,52,71,590,56,991,107,41,131,0,1195,534,745,745,48,6,4313,1500,106,10,146,1,1638170,78,84
"2003","ANA",736,743,5487,1473,276,33,150,687,50,50,56,476,42,838,129,61,125,0,1086,537,681,680,53,3,4294,1517,105,11,138,0,5532,1444,260,27,190,716,25,42,76,486,38,980,80,48,112,0,1124,537,681,681,47,7,4297,1639,78,11,155,0,3061094,77,85
"2003","ARI",717,685,5570,1467,303,47,152,696,63,52,45,531,63,1006,76,38,126,0,1185,614,621,621,52,9,4365,1693,107,15,132,0,5517,1379,266,24,150,646,81,31,72,526,53,1291,84,38,106,3,1180,629,659,657,51,2,4359,1771,97,9,146,0,2805542,84,78
"2003","ATL",907,740,5670,1608,321,31,235,872,65,49,49,545,46,933,68,22,124,0,1170,651,663,663,53,4,4369,1884,121,7,166,1,5548,1425,309,25,147,708,63,39,42,555,69,992,91,34,145,0,1138,593,853,853,58,8,4301,1699,108,12,156,0,2401084,101,61
"2003","BAL",743,820,5665,1516,277,24,152,695,51,40,54,431,32,902,89,36,123,0,1121,588,767,767,42,4,4349,1683,104,12,164,0,5683,1579,309,27,198,782,42,35,80,526,43,981,121,37,139,0,1197,572,666,665,33,6,4377,1721,115,10,147,0,2454523,71,92
"2003","BOS",961,809,5769,1667,371,40,238,932,24,64,53,620,61,943,88,35,126,0,1224,599,731,729,44,0,4394,1676,113,20,130,0,5711,1503,328,40,153,765,28,52,76,488,41,1141,101,35,109,0,1152,605,900,899,59,4,4345,1527,92,16,156,0,2724165,95,67
"2003","CHA",791,715,5487,1445,303,19,220,766,43,41,58,519,27,916,77,29,132,0,1074,523,663,663,39,4,4293,1588,93,13,154,0,5390,1364,279,24,162,684,48,57,53,518,30,1056,58,29,135,1,1059,554,723,722,44,5,4283,1580,90,6,162,0,1939594,86,76
"2003","CHN",724,683,5519,1431,302,24,172,691,80,46,50,492,40,1158,73,31,135,0,1114,582,619,619,63,3,4369,1680,105,12,157,0,5421,1304,248,19,143,647,82,36,71,617,36,1404,70,42,136,0,1175,587,665,664,60,3,4349,1705,120,7,154,0,2962630,88,74
"2003","CIN",694,886,5509,1349,239,21,182,669,66,32,79,524,34,1326,80,34,102,1,1134,637,818,818,46,3,4339,1700,141,9,153,0,5672,1578,348,37,209,845,70,43,48,590,61,932,77,28,126,0,1198,622,639,639,58,8,4383,1569,110,9,126,0,2355259,69,93
