"GameDate","Attendance","GameCode","GameDay","VisitTeam","VisitLeague","HomeTeam","HomeLeague","HomeGameNum","VisitScore","HomeScore","DayNight","GameMinutes","GameYear","GameMonth","Winner","WinTeam"
2007-04-25,21496,0,"Wed","KCA","AL","MIN","AL",21,4,3,"N",161,"2007","04","VISIT","KCA"
2007-04-26,18520,0,"Thu","KCA","AL","MIN","AL",22,0,1,"D",222,"2007","04","HOME","MIN"
2007-05-04,34951,0,"Fri","BOS","AL","MIN","AL",29,2,0,"N",153,"2007","05","VISIT","BOS"
2007-05-05,40088,0,"Sat","BOS","AL","MIN","AL",30,1,2,"N",180,"2007","05","HOME","MIN"
2007-05-06,27807,0,"Sun","BOS","AL","MIN","AL",31,4,3,"D",181,"2007","05","VISIT","BOS"
2007-05-08,21979,0,"Tue","CHA","AL","MIN","AL",32,4,7,"N",190,"2007","05","HOME","MIN"
2007-05-09,24367,0,"Wed","CHA","AL","MIN","AL",33,6,3,"N",149,"2007","05","VISIT","CHA"
2007-05-10,23663,0,"Thu","CHA","AL","MIN","AL",34,3,0,"D",134,"2007","05","VISIT","CHA"
2007-05-11,31458,0,"Fri","DET","AL","MIN","AL",35,7,3,"N",185,"2007","05","VISIT","DET"
2007-05-12,32176,0,"Sat","DET","AL","MIN","AL",36,8,2,"D",149,"2007","05","VISIT","DET"
2007-05-13,25037,0,"Sun","DET","AL","MIN","AL",37,4,16,"N",206,"2007","05","HOME","MIN"
2007-05-25,26781,0,"Fri","TOR","AL","MIN","AL",47,3,4,"N",174,"2007","05","HOME","MIN"
2007-05-26,31434,0,"Sat","TOR","AL","MIN","AL",48,9,8,"N",234,"2007","05","VISIT","TOR"
2007-05-27,25781,0,"Sun","TOR","AL","MIN","AL",49,2,4,"D",136,"2007","05","HOME","MIN"
2007-05-28,27090,0,"Mon","CHA","AL","MIN","AL",50,4,10,"D",179,"2007","05","HOME","MIN"
2007-05-29,23771,0,"Tue","CHA","AL","MIN","AL",51,2,9,"N",166,"2007","05","HOME","MIN"
2007-05-30,29042,0,"Wed","CHA","AL","MIN","AL",52,6,7,"D",168,"2007","05","HOME","MIN"
2007-06-08,25144,0,"Fri","WAS","NL","MIN","AL",59,8,5,"N",152,"2007","06","VISIT","WAS"
2007-06-09,39742,0,"Sat","WAS","NL","MIN","AL",60,3,1,"N",160,"2007","06","VISIT","WAS"
2007-06-10,31035,0,"Sun","WAS","NL","MIN","AL",61,3,6,"D",185,"2007","06","HOME","MIN"
2007-06-12,25868,0,"Tue","ATL","NL","MIN","AL",62,3,7,"N",159,"2007","06","HOME","MIN"
2007-06-13,27903,0,"Wed","ATL","NL","MIN","AL",63,0,6,"N",130,"2007","06","HOME","MIN"
2007-06-14,26714,0,"Thu","ATL","NL","MIN","AL",64,2,3,"N",155,"2007","06","HOME","MIN"
2007-06-15,27977,0,"Fri","MIL","NL","MIN","AL",65,11,3,"N",166,"2007","06","VISIT","MIL"
2007-06-16,37117,0,"Sat","MIL","NL","MIN","AL",66,5,2,"N",188,"2007","06","VISIT","MIL"
2007-06-17,31624,0,"Sun","MIL","NL","MIN","AL",67,9,10,"D",194,"2007","06","HOME","MIN"
2007-06-25,24240,0,"Mon","TOR","AL","MIN","AL",74,8,5,"N",173,"2007","06","VISIT","TOR"
2007-06-26,27000,0,"Tue","TOR","AL","MIN","AL",75,1,2,"N",195,"2007","06","HOME","MIN"
2007-06-27,30959,0,"Wed","TOR","AL","MIN","AL",76,5,4,"N",166,"2007","06","VISIT","TOR"
2007-06-28,31038,0,"Thu","TOR","AL","MIN","AL",77,5,8,"D",155,"2007","06","HOME","MIN"
2007-07-12,25207,0,"Thu","OAK","AL","MIN","AL",89,2,6,"N",156,"2007","07","HOME","MIN"
2007-07-13,36338,0,"Fri","OAK","AL","MIN","AL",90,3,5,"N",154,"2007","07","HOME","MIN"
2007-07-14,36066,0,"Sat","OAK","AL","MIN","AL",91,3,4,"N",135,"2007","07","HOME","MIN"
2007-07-15,36737,0,"Sun","OAK","AL","MIN","AL",92,3,4,"D",186,"2007","07","HOME","MIN"
2007-07-17,30939,0,"Tue","DET","AL","MIN","AL",93,1,0,"N",159,"2007","07","VISIT","DET"
2007-07-18,38070,0,"Wed","DET","AL","MIN","AL",94,3,2,"N",211,"2007","07","VISIT","DET"
2007-07-19,36551,0,"Thu","DET","AL","MIN","AL",95,4,3,"D",211,"2007","07","VISIT","DET"
2007-07-20,35794,0,"Fri","ANA","AL","MIN","AL",96,5,7,"N",159,"2007","07","HOME","MIN"
2007-07-21,33868,0,"Sat","ANA","AL","MIN","AL",97,2,5,"N",155,"2007","07","HOME","MIN"
2007-07-22,33217,0,"Sun","ANA","AL","MIN","AL",98,7,2,"D",176,"2007","07","VISIT","ANA"
2007-07-30,23628,0,"Mon","KCA","AL","MIN","AL",105,1,3,"N",138,"2007","07","HOME","MIN"
2007-07-31,22890,0,"Tue","KCA","AL","MIN","AL",106,3,5,"N",131,"2007","07","HOME","MIN"
2007-08-01,24880,0,"Wed","KCA","AL","MIN","AL",107,5,3,"N",180,"2007","08","VISIT","KCA"
2007-08-03,31664,0,"Fri","CLE","AL","MIN","AL",108,5,2,"N",198,"2007","08","VISIT","CLE"
2007-08-04,33663,0,"Sat","CLE","AL","MIN","AL",109,2,3,"D",165,"2007","08","HOME","MIN"
2007-08-05,38334,0,"Sun","CLE","AL","MIN","AL",110,0,1,"D",154,"2007","08","HOME","MIN"
2007-08-06,28314,0,"Mon","CLE","AL","MIN","AL",111,4,0,"N",143,"2007","08","VISIT","CLE"
2007-08-17,30924,0,"Fri","TEX","AL","MIN","AL",121,1,2,"N",164,"2007","08","HOME","MIN"
2007-08-18,41037,0,"Sat","TEX","AL","MIN","AL",122,5,0,"N",156,"2007","08","VISIT","TEX"
2007-08-19,36353,0,"Sun","TEX","AL","MIN","AL",123,0,1,"D",139,"2007","08","HOME","MIN"
2007-08-20,31755,0,"Mon","SEA","AL","MIN","AL",124,9,4,"N",143,"2007","08","VISIT","SEA"
2007-08-21,42373,0,"Tue","SEA","AL","MIN","AL",125,7,2,"N",169,"2007","08","VISIT","SEA"
2007-08-22,29881,0,"Wed","SEA","AL","MIN","AL",126,4,8,"D",136,"2007","08","HOME","MIN"
2007-08-31,15736,1,"Fri","KCA","AL","MIN","AL",134,9,4,"D",181,"2007","08","VISIT","KCA"
2007-08-31,24986,2,"Fri","KCA","AL","MIN","AL",135,0,5,"N",136,"2007","08","HOME","MIN"
2007-09-01,21738,0,"Sat","KCA","AL","MIN","AL",136,4,6,"D",164,"2007","09","HOME","MIN"
2007-09-02,26454,0,"Sun","KCA","AL","MIN","AL",137,8,1,"D",154,"2007","09","VISIT","KCA"
2007-09-03,24105,0,"Mon","CLE","AL","MIN","AL",138,5,0,"D",160,"2007","09","VISIT","CLE"
2007-09-04,16218,0,"Tue","CLE","AL","MIN","AL",139,7,5,"N",228,"2007","09","VISIT","CLE"
2007-09-05,13977,0,"Wed","CLE","AL","MIN","AL",140,6,2,"D",181,"2007","09","VISIT","CLE"
2007-09-14,22282,0,"Fri","DET","AL","MIN","AL",147,4,2,"N",168,"2007","09","VISIT","DET"
2007-09-15,35230,0,"Sat","DET","AL","MIN","AL",148,4,3,"N",173,"2007","09","VISIT","DET"
2007-09-16,21771,0,"Sun","DET","AL","MIN","AL",149,6,4,"D",186,"2007","09","VISIT","DET"
2007-09-17,14197,0,"Mon","TEX","AL","MIN","AL",150,4,5,"N",192,"2007","09","HOME","MIN"
2007-09-18,18226,0,"Tue","TEX","AL","MIN","AL",151,2,4,"N",167,"2007","09","HOME","MIN"
2007-09-19,17842,0,"Wed","TEX","AL","MIN","AL",152,2,4,"N",177,"2007","09","HOME","MIN"
2007-09-21,27928,0,"Fri","CHA","AL","MIN","AL",153,6,4,"N",149,"2007","09","VISIT","CHA"
2007-09-22,31737,0,"Sat","CHA","AL","MIN","AL",154,8,3,"D",177,"2007","09","VISIT","CHA"
2007-09-23,29382,0,"Sun","CHA","AL","MIN","AL",155,1,7,"D",163,"2007","09","HOME","MIN"
2008-03-31,49596,0,"Mon","ANA","AL","MIN","AL",1,2,3,"N",160,"2008","03","HOME","MIN"
2008-04-01,24586,0,"Tue","ANA","AL","MIN","AL",2,9,1,"N",173,"2008","04","VISIT","ANA"
2008-04-02,21932,0,"Wed","ANA","AL","MIN","AL",3,1,0,"N",129,"2008","04","VISIT","ANA"
2008-04-03,17084,0,"Thu","ANA","AL","MIN","AL",4,5,4,"D",186,"2008","04","VISIT","ANA"
2008-04-04,21847,0,"Fri","KCA","AL","MIN","AL",5,3,4,"N",162,"2008","04","HOME","MIN"
2008-04-05,21262,0,"Sat","KCA","AL","MIN","AL",6,4,6,"D",136,"2008","04","HOME","MIN"
2008-04-06,21765,0,"Sun","KCA","AL","MIN","AL",7,3,1,"D",164,"2008","04","VISIT","KCA"
2008-04-16,20209,0,"Wed","TBA","AL","MIN","AL",15,5,6,"N",169,"2008","04","HOME","MIN"
2008-04-17,14781,0,"Thu","TBA","AL","MIN","AL",16,7,3,"N",168,"2008","04","VISIT","TBA"
2008-04-18,22366,0,"Fri","CLE","AL","MIN","AL",17,4,0,"N",144,"2008","04","VISIT","CLE"
2008-04-19,34210,0,"Sat","CLE","AL","MIN","AL",18,0,3,"D",149,"2008","04","HOME","MIN"
2008-04-20,27703,0,"Sun","CLE","AL","MIN","AL",19,1,2,"D",184,"2008","04","HOME","MIN"
2008-04-29,20891,0,"Tue","CHA","AL","MIN","AL",26,1,3,"N",152,"2008","04","HOME","MIN"
2008-04-30,19137,0,"Wed","CHA","AL","MIN","AL",27,3,4,"D",157,"2008","04","HOME","MIN"
2008-05-02,33628,0,"Fri","DET","AL","MIN","AL",28,1,11,"N",180,"2008","05","HOME","MIN"
2008-05-03,28985,0,"Sat","DET","AL","MIN","AL",29,1,4,"N",159,"2008","05","HOME","MIN"
2008-05-04,29821,0,"Sun","DET","AL","MIN","AL",30,6,7,"D",166,"2008","05","HOME","MIN"
2008-05-09,25477,0,"Fri","BOS","AL","MIN","AL",34,6,7,"N",199,"2008","05","HOME","MIN"
2008-05-10,33839,0,"Sat","BOS","AL","MIN","AL",35,5,2,"N",164,"2008","05","VISIT","BOS"
2008-05-11,26511,0,"Sun","BOS","AL","MIN","AL",36,8,9,"N",184,"2008","05","HOME","MIN"
2008-05-12,18782,0,"Mon","BOS","AL","MIN","AL",37,3,7,"N",171,"2008","05","HOME","MIN"
2008-05-13,18110,0,"Tue","TOR","AL","MIN","AL",38,5,3,"N",179,"2008","05","VISIT","TOR"
2008-05-14,21026,0,"Wed","TOR","AL","MIN","AL",39,6,5,"N",175,"2008","05","VISIT","TOR"
2008-05-15,18701,0,"Thu","TOR","AL","MIN","AL",40,3,2,"D",220,"2008","05","VISIT","TOR"
2008-05-19,16680,0,"Mon","TEX","AL","MIN","AL",44,6,7,"N",240,"2008","05","HOME","MIN"
2008-05-20,19376,0,"Tue","TEX","AL","MIN","AL",45,4,11,"N",159,"2008","05","HOME","MIN"
2008-05-21,22032,0,"Wed","TEX","AL","MIN","AL",46,10,1,"N",144,"2008","05","VISIT","TEX"
2008-05-22,23126,0,"Thu","TEX","AL","MIN","AL",47,8,7,"D",222,"2008","05","VISIT","TEX"
2008-05-30,30188,0,"Fri","NYA","AL","MIN","AL",54,6,5,"N",184,"2008","05","VISIT","NYA"
2008-05-31,36441,0,"Sat","NYA","AL","MIN","AL",55,7,6,"N",275,"2008","05","VISIT","NYA"
2008-06-01,27479,0,"Sun","NYA","AL","MIN","AL",56,1,5,"D",173,"2008","06","HOME","MIN"
2008-06-02,20168,0,"Mon","NYA","AL","MIN","AL",57,5,6,"N",174,"2008","06","HOME","MIN"
2008-06-03,18802,0,"Tue","BAL","AL","MIN","AL",58,5,3,"N",176,"2008","06","VISIT","BAL"
2008-06-04,22057,0,"Wed","BAL","AL","MIN","AL",59,5,7,"N",157,"2008","06","HOME","MIN"
2008-06-05,19621,0,"Thu","BAL","AL","MIN","AL",60,3,2,"D",175,"2008","06","VISIT","BAL"
2008-06-17,20920,0,"Tue","WAS","NL","MIN","AL",71,1,2,"N",119,"2008","06","HOME","MIN"
2008-06-18,23841,0,"Wed","WAS","NL","MIN","AL",72,2,11,"N",172,"2008","06","HOME","MIN"
2008-06-19,24793,0,"Thu","WAS","NL","MIN","AL",73,3,9,"D",159,"2008","06","HOME","MIN"
2008-06-20,29069,0,"Fri","ARI","NL","MIN","AL",74,2,7,"N",137,"2008","06","HOME","MIN"
2008-06-21,25505,0,"Sat","ARI","NL","MIN","AL",75,1,6,"N",148,"2008","06","HOME","MIN"
2008-06-22,31497,0,"Sun","ARI","NL","MIN","AL",76,3,5,"D",151,"2008","06","HOME","MIN"
2008-06-27,30104,0,"Fri","MIL","NL","MIN","AL",80,6,7,"N",170,"2008","06","HOME","MIN"
2008-06-28,38963,0,"Sat","MIL","NL","MIN","AL",81,5,1,"N",148,"2008","06","VISIT","MIL"
2008-06-29,30655,0,"Sun","MIL","NL","MIN","AL",82,0,5,"D",125,"2008","06","HOME","MIN"
2008-06-30,22196,0,"Mon","DET","AL","MIN","AL",83,5,4,"N",189,"2008","06","VISIT","DET"
2008-07-01,23754,0,"Tue","DET","AL","MIN","AL",84,4,6,"N",166,"2008","07","HOME","MIN"
2008-07-02,30102,0,"Wed","DET","AL","MIN","AL",85,0,7,"D",150,"2008","07","HOME","MIN"
2008-07-04,22634,0,"Fri","CLE","AL","MIN","AL",86,3,12,"N",182,"2008","07","HOME","MIN"
2008-07-05,31887,0,"Sat","CLE","AL","MIN","AL",87,6,9,"N",182,"2008","07","HOME","MIN"
2008-07-06,30258,0,"Sun","CLE","AL","MIN","AL",88,3,4,"D",147,"2008","07","HOME","MIN"
2008-07-18,30134,0,"Fri","TEX","AL","MIN","AL",96,0,6,"N",154,"2008","07","HOME","MIN"
2008-07-19,35085,0,"Sat","TEX","AL","MIN","AL",97,2,14,"N",154,"2008","07","HOME","MIN"
2008-07-20,36029,0,"Sun","TEX","AL","MIN","AL",98,1,0,"D",145,"2008","07","VISIT","TEX"
2008-07-28,30126,0,"Mon","CHA","AL","MIN","AL",105,0,7,"N",148,"2008","07","HOME","MIN"
2008-07-29,35999,0,"Tue","CHA","AL","MIN","AL",106,5,6,"N",170,"2008","07","HOME","MIN"
2008-07-30,42705,0,"Wed","CHA","AL","MIN","AL",107,8,3,"N",172,"2008","07","VISIT","CHA"
2008-07-31,31493,0,"Thu","CHA","AL","MIN","AL",108,6,10,"N",203,"2008","07","HOME","MIN"
2008-08-01,33709,0,"Fri","CLE","AL","MIN","AL",109,1,4,"N",145,"2008","08","HOME","MIN"
2008-08-02,40937,0,"Sat","CLE","AL","MIN","AL",110,5,1,"N",149,"2008","08","VISIT","CLE"
2008-08-03,39818,0,"Sun","CLE","AL","MIN","AL",111,2,6,"D",149,"2008","08","HOME","MIN"
2008-08-11,30126,0,"Mon","NYA","AL","MIN","AL",118,0,4,"N",134,"2008","08","HOME","MIN"
2008-08-12,33036,0,"Tue","NYA","AL","MIN","AL",119,9,6,"N",262,"2008","08","VISIT","NYA"
2008-08-13,35187,0,"Wed","NYA","AL","MIN","AL",120,2,4,"D",188,"2008","08","HOME","MIN"
2008-08-15,32208,0,"Fri","SEA","AL","MIN","AL",121,3,9,"N",148,"2008","08","HOME","MIN"
2008-08-16,36316,0,"Sat","SEA","AL","MIN","AL",122,6,7,"D",186,"2008","08","HOME","MIN"
2008-08-17,35478,0,"Sun","SEA","AL","MIN","AL",123,8,11,"D",201,"2008","08","HOME","MIN"
2008-08-18,25024,0,"Mon","OAK","AL","MIN","AL",124,3,2,"N",162,"2008","08","VISIT","OAK"
2008-08-19,35256,0,"Tue","OAK","AL","MIN","AL",125,2,13,"N",165,"2008","08","HOME","MIN"
2008-08-20,30888,0,"Wed","OAK","AL","MIN","AL",126,1,3,"D",176,"2008","08","HOME","MIN"
2008-09-05,24424,0,"Fri","DET","AL","MIN","AL",141,2,10,"N",153,"2008","09","HOME","MIN"
2008-09-06,42606,0,"Sat","DET","AL","MIN","AL",142,6,4,"D",187,"2008","09","VISIT","DET"
2008-09-07,31236,0,"Sun","DET","AL","MIN","AL",143,7,5,"D",186,"2008","09","VISIT","DET"
2008-09-09,17015,0,"Tue","KCA","AL","MIN","AL",144,2,7,"N",155,"2008","09","HOME","MIN"
2008-09-10,20421,0,"Wed","KCA","AL","MIN","AL",145,1,7,"N",170,"2008","09","HOME","MIN"
2008-09-11,20138,0,"Thu","KCA","AL","MIN","AL",146,3,2,"D",162,"2008","09","VISIT","KCA"
2008-09-23,35225,0,"Tue","CHA","AL","MIN","AL",157,3,9,"N",163,"2008","09","HOME","MIN"
2008-09-24,42126,0,"Wed","CHA","AL","MIN","AL",158,2,3,"N",162,"2008","09","HOME","MIN"
2008-09-25,43601,0,"Thu","CHA","AL","MIN","AL",159,6,7,"N",207,"2008","09","HOME","MIN"
2008-09-26,30674,0,"Fri","KCA","AL","MIN","AL",160,8,1,"N",170,"2008","09","VISIT","KCA"
2008-09-27,38072,0,"Sat","KCA","AL","MIN","AL",161,4,2,"D",214,"2008","09","VISIT","KCA"
2008-09-28,42942,0,"Sun","KCA","AL","MIN","AL",162,0,6,"D",190,"2008","09","HOME","MIN"
2009-04-06,48514,0,"Mon","SEA","AL","MIN","AL",1,6,1,"N",141,"2009","04","VISIT","SEA"
2009-04-07,23755,0,"Tue","SEA","AL","MIN","AL",2,5,6,"N",169,"2009","04","HOME","MIN"
2009-04-08,22270,0,"Wed","SEA","AL","MIN","AL",3,5,6,"N",154,"2009","04","HOME","MIN"
2009-04-09,20105,0,"Thu","SEA","AL","MIN","AL",4,2,0,"D",131,"2009","04","VISIT","SEA"
2009-04-13,16410,0,"Mon","TOR","AL","MIN","AL",8,8,6,"N",190,"2009","04","VISIT","TOR"
2009-04-14,15375,0,"Tue","TOR","AL","MIN","AL",9,2,3,"N",166,"2009","04","HOME","MIN"
2009-04-15,19471,0,"Wed","TOR","AL","MIN","AL",10,12,2,"N",169,"2009","04","VISIT","TOR"
2009-04-16,15169,0,"Thu","TOR","AL","MIN","AL",11,9,2,"N",177,"2009","04","VISIT","TOR"
2009-04-17,24168,0,"Fri","ANA","AL","MIN","AL",12,9,11,"N",195,"2009","04","HOME","MIN"
2009-04-18,34286,0,"Sat","ANA","AL","MIN","AL",13,2,9,"N",177,"2009","04","HOME","MIN"
2009-04-19,28302,0,"Sun","ANA","AL","MIN","AL",14,1,3,"D",136,"2009","04","HOME","MIN"
2009-04-27,17988,0,"Mon","TBA","AL","MIN","AL",20,7,1,"N",173,"2009","04","VISIT","TBA"
2009-04-28,18974,0,"Tue","TBA","AL","MIN","AL",21,3,4,"N",177,"2009","04","HOME","MIN"
2009-04-29,21715,0,"Wed","TBA","AL","MIN","AL",22,3,8,"N",155,"2009","04","HOME","MIN"
2009-05-01,24727,0,"Fri","KCA","AL","MIN","AL",23,5,7,"N",162,"2009","05","HOME","MIN"
2009-05-02,29061,0,"Sat","KCA","AL","MIN","AL",24,10,7,"N",260,"2009","05","VISIT","KCA"
2009-05-03,31845,0,"Sun","KCA","AL","MIN","AL",25,7,5,"D",184,"2009","05","VISIT","KCA"
2009-05-08,29714,0,"Fri","SEA","AL","MIN","AL",30,0,11,"N",167,"2009","05","HOME","MIN"
2009-05-09,29552,0,"Sat","SEA","AL","MIN","AL",31,6,9,"N",176,"2009","05","HOME","MIN"
2009-05-10,25555,0,"Sun","SEA","AL","MIN","AL",32,5,3,"D",199,"2009","05","VISIT","SEA"
2009-05-12,24807,0,"Tue","DET","AL","MIN","AL",33,2,6,"N",172,"2009","05","HOME","MIN"
2009-05-13,22178,0,"Wed","DET","AL","MIN","AL",34,10,14,"N",288,"2009","05","HOME","MIN"
2009-05-14,26046,0,"Thu","DET","AL","MIN","AL",35,5,6,"D",171,"2009","05","HOME","MIN"
2009-05-22,30297,0,"Fri","MIL","NL","MIN","AL",43,3,11,"N",163,"2009","05","HOME","MIN"
2009-05-23,40547,0,"Sat","MIL","NL","MIN","AL",44,2,6,"N",154,"2009","05","HOME","MIN"
2009-05-24,38959,0,"Sun","MIL","NL","MIN","AL",45,3,6,"N",169,"2009","05","HOME","MIN"
2009-05-25,27636,0,"Mon","BOS","AL","MIN","AL",46,6,5,"D",181,"2009","05","VISIT","BOS"
2009-05-26,20019,0,"Tue","BOS","AL","MIN","AL",47,2,5,"N",172,"2009","05","HOME","MIN"
2009-05-27,28221,0,"Wed","BOS","AL","MIN","AL",48,2,4,"N",190,"2009","05","HOME","MIN"
2009-05-28,23958,0,"Thu","BOS","AL","MIN","AL",49,3,1,"D",176,"2009","05","VISIT","BOS"
2009-06-02,26530,0,"Tue","CLE","AL","MIN","AL",53,3,4,"N",181,"2009","06","HOME","MIN"
2009-06-03,29336,0,"Wed","CLE","AL","MIN","AL",54,10,1,"N",173,"2009","06","VISIT","CLE"
2009-06-04,20897,0,"Thu","CLE","AL","MIN","AL",55,3,11,"D",160,"2009","06","HOME","MIN"
2009-06-16,25351,0,"Tue","PIT","NL","MIN","AL",66,2,8,"N",157,"2009","06","HOME","MIN"
2009-06-17,30057,0,"Wed","PIT","NL","MIN","AL",67,8,2,"N",182,"2009","06","VISIT","PIT"
2009-06-18,30670,0,"Thu","PIT","NL","MIN","AL",68,1,5,"D",126,"2009","06","HOME","MIN"
2009-06-19,32218,0,"Fri","HOU","NL","MIN","AL",69,2,5,"N",161,"2009","06","HOME","MIN"
2009-06-20,34710,0,"Sat","HOU","NL","MIN","AL",70,6,5,"N",183,"2009","06","VISIT","HOU"
2009-06-21,39659,0,"Sun","HOU","NL","MIN","AL",71,4,1,"D",132,"2009","06","VISIT","HOU"
2009-07-03,33368,0,"Fri","DET","AL","MIN","AL",81,11,9,"N",307,"2009","07","VISIT","DET"
2009-07-04,27238,0,"Sat","DET","AL","MIN","AL",82,3,4,"D",169,"2009","07","HOME","MIN"
2009-07-05,33274,0,"Sun","DET","AL","MIN","AL",83,2,6,"D",145,"2009","07","HOME","MIN"
2009-07-07,29540,0,"Tue","NYA","AL","MIN","AL",84,10,2,"N",196,"2009","07","VISIT","NYA"
2009-07-08,38115,0,"Wed","NYA","AL","MIN","AL",85,4,3,"N",180,"2009","07","VISIT","NYA"
2009-07-09,40142,0,"Thu","NYA","AL","MIN","AL",86,6,4,"D",198,"2009","07","VISIT","NYA"
2009-07-10,29628,0,"Fri","CHA","AL","MIN","AL",87,4,6,"N",160,"2009","07","HOME","MIN"
2009-07-11,41146,0,"Sat","CHA","AL","MIN","AL",88,8,7,"N",187,"2009","07","VISIT","CHA"
2009-07-12,36254,0,"Sun","CHA","AL","MIN","AL",89,7,13,"D",167,"2009","07","HOME","MIN"
2009-07-27,32354,0,"Mon","CHA","AL","MIN","AL",100,3,4,"N",135,"2009","07","HOME","MIN"
2009-07-28,34642,0,"Tue","CHA","AL","MIN","AL",101,3,5,"N",164,"2009","07","HOME","MIN"
2009-07-29,39002,0,"Wed","CHA","AL","MIN","AL",102,2,3,"N",154,"2009","07","HOME","MIN"
2009-07-31,31767,0,"Fri","ANA","AL","MIN","AL",103,11,5,"N",213,"2009","07","VISIT","ANA"
2009-08-01,40828,0,"Sat","ANA","AL","MIN","AL",104,11,6,"N",190,"2009","08","VISIT","ANA"
2009-08-02,41079,0,"Sun","ANA","AL","MIN","AL",105,13,4,"D",192,"2009","08","VISIT","ANA"
2009-08-11,32121,0,"Tue","KCA","AL","MIN","AL",112,14,6,"N",216,"2009","08","VISIT","KCA"
2009-08-12,30105,0,"Wed","KCA","AL","MIN","AL",113,1,7,"N",138,"2009","08","HOME","MIN"
2009-08-13,32373,0,"Thu","KCA","AL","MIN","AL",114,5,4,"D",184,"2009","08","VISIT","KCA"
2009-08-14,34845,0,"Fri","CLE","AL","MIN","AL",115,0,11,"N",165,"2009","08","HOME","MIN"
2009-08-15,33931,0,"Sat","CLE","AL","MIN","AL",116,7,3,"D",196,"2009","08","VISIT","CLE"
2009-08-16,30260,0,"Sun","CLE","AL","MIN","AL",117,7,4,"D",208,"2009","08","VISIT","CLE"
2009-08-24,20271,0,"Mon","BAL","AL","MIN","AL",125,1,2,"N",158,"2009","08","HOME","MIN"
2009-08-25,23696,0,"Tue","BAL","AL","MIN","AL",126,6,7,"N",206,"2009","08","HOME","MIN"
2009-08-26,28446,0,"Wed","BAL","AL","MIN","AL",127,5,1,"N",167,"2009","08","VISIT","BAL"
2009-08-28,21641,0,"Fri","TEX","AL","MIN","AL",128,2,3,"N",146,"2009","08","HOME","MIN"
2009-08-29,28516,0,"Sat","TEX","AL","MIN","AL",129,3,0,"N",172,"2009","08","VISIT","TEX"
2009-08-30,29282,0,"Sun","TEX","AL","MIN","AL",130,3,5,"D",186,"2009","08","HOME","MIN"
2009-08-31,19426,0,"Mon","CHA","AL","MIN","AL",131,1,4,"N",159,"2009","08","HOME","MIN"
2009-09-01,22599,0,"Tue","CHA","AL","MIN","AL",132,3,4,"N",165,"2009","09","HOME","MIN"
2009-09-02,21007,0,"Wed","CHA","AL","MIN","AL",133,4,2,"D",152,"2009","09","VISIT","CHA"
2009-09-11,21084,0,"Fri","OAK","AL","MIN","AL",141,12,5,"N",195,"2009","09","VISIT","OAK"
2009-09-12,24283,0,"Sat","OAK","AL","MIN","AL",142,4,2,"D",178,"2009","09","VISIT","OAK"
2009-09-13,21850,0,"Sun","OAK","AL","MIN","AL",143,0,8,"D",168,"2009","09","HOME","MIN"
2009-09-14,20640,0,"Mon","CLE","AL","MIN","AL",144,3,6,"N",184,"2009","09","HOME","MIN"
2009-09-15,19035,0,"Tue","CLE","AL","MIN","AL",145,4,5,"N",194,"2009","09","HOME","MIN"
2009-09-16,16921,0,"Wed","CLE","AL","MIN","AL",146,3,7,"D",177,"2009","09","HOME","MIN"
2009-09-18,32693,0,"Fri","DET","AL","MIN","AL",147,0,3,"N",162,"2009","09","HOME","MIN"
2009-09-19,43338,0,"Sat","DET","AL","MIN","AL",148,2,6,"D",168,"2009","09","HOME","MIN"
2009-09-20,36335,0,"Sun","DET","AL","MIN","AL",149,6,2,"D",192,"2009","09","VISIT","DET"
2009-10-02,40223,0,"Fri","KCA","AL","MIN","AL",160,7,10,"N",195,"2009","10","HOME","MIN"
2009-10-03,48644,0,"Sat","KCA","AL","MIN","AL",161,4,5,"D",154,"2009","10","HOME","MIN"
2009-10-04,51155,0,"Sun","KCA","AL","MIN","AL",162,4,13,"D",188,"2009","10","HOME","MIN"
2009-10-06,54088,0,"Tue","DET","AL","MIN","AL",163,5,6,"D",277,"2009","10","HOME","MIN"
2010-04-12,38145,0,"Mon","BOS","AL","MIN","AL",8,2,5,"D",179,"2010","04","HOME","MIN"
2010-04-14,38164,0,"Wed","BOS","AL","MIN","AL",9,6,3,"D",204,"2010","04","VISIT","BOS"
2010-04-15,38341,0,"Thu","BOS","AL","MIN","AL",10,0,8,"D",158,"2010","04","HOME","MIN"
2010-04-16,38532,0,"Fri","KCA","AL","MIN","AL",11,3,10,"N",184,"2010","04","HOME","MIN"
2010-04-17,38564,0,"Sat","KCA","AL","MIN","AL",12,5,6,"D",157,"2010","04","HOME","MIN"
2010-04-18,38544,0,"Sun","KCA","AL","MIN","AL",13,10,5,"D",190,"2010","04","VISIT","KCA"
2010-04-20,38985,0,"Tue","CLE","AL","MIN","AL",14,1,5,"N",143,"2010","04","HOME","MIN"
2010-04-21,39044,0,"Wed","CLE","AL","MIN","AL",15,0,6,"N",149,"2010","04","HOME","MIN"
2010-04-22,38810,0,"Thu","CLE","AL","MIN","AL",16,8,1,"D",166,"2010","04","VISIT","CLE"
2010-05-03,38728,0,"Mon","DET","AL","MIN","AL",26,4,10,"N",149,"2010","05","HOME","MIN"
